property_type,property_quality,rooms,living_area,bathrooms,garden_sqm,terrace_sqm,land_area,distance_from_airport,Skiresort_distance,terrace,garden,pool,car_box,Province,City,price,land,province_median,city_median
0,0,3,136,3,0,0,0,19,20,0,0,0,0,68,1032,360000,0,395000,360000
2,5,2,80,1,0,0,0,74,21,0,0,0,0,13,904,85000,0,380000,110000
2,2,3,136,2,0,20,0,10,37,1,0,0,0,50,1033,540000,0,982500,632500
0,1,3,120,2,0,0,0,7,7,0,0,0,1,25,393,168000,0,120000,137000
0,1,4,250,2,0,0,0,67,70,0,0,0,1,80,589,179000,0,139500,110000
1,1,4,597,3,0,0,0,11,23,0,0,0,1,49,1034,1650000,0,795000,1650000
7,1,7,339,7,3,200,0,50,162,1,1,1,0,43,1035,1200000,0,230000,480000
0,1,2,95,1,0,0,0,7,24,0,0,0,0,22,111,179000,0,475000,251928
2,0,4,115,2,0,0,0,62,31,0,0,0,0,83,478,153000,0,137500,180000
0,0,3,120,2,83,0,0,36,13,0,1,0,0,30,1036,219000,0,980000,980000
2,0,2,95,1,0,0,0,17,37,0,0,0,0,55,912,69000,0,165000,150000
0,0,4,668,6,2000,0,0,42,17,0,1,0,0,16,1037,300000,0,200000,220000
2,0,3,135,2,0,0,0,64,40,0,0,0,0,40,78,350000,0,432500,499500
2,0,2,105,2,0,0,0,30,4,0,0,0,0,22,346,398000,0,475000,950000
0,0,3,210,3,0,0,48000,82,79,0,0,0,0,80,423,395000,1,139500,175500
0,0,6,180,3,0,0,0,82,27,0,0,0,0,13,126,280000,0,380000,695000
0,0,5,400,4,0,0,0,32,41,0,0,0,0,21,301,850000,0,290000,550000
0,0,6,275,5,0,0,0,36,27,0,0,0,0,52,951,395000,0,390000,265000
2,0,2,94,1,0,0,0,30,14,0,0,0,0,25,398,65000,0,120000,126000
2,1,4,170,2,0,0,0,37,48,0,0,0,1,8,976,140000,0,195000,103066
2,0,2,90,1,0,0,0,31,33,0,0,0,0,52,164,61000,0,390000,250000
0,0,3,350,1,0,0,0,46,36,0,0,0,0,58,124,120000,0,220000,130000
0,0,6,215,4,2600,0,0,22,118,0,1,0,0,12,157,900000,0,420000,1290000
0,0,6,150,3,1000,0,1000,67,18,0,1,0,0,28,445,99000,1,161000,165000
0,0,4,400,5,0,0,90000,39,18,0,0,0,0,39,1038,980000,1,199900,109000
0,0,3,226,2,0,0,0,30,15,0,0,0,0,25,398,189000,0,120000,126000
0,0,3,180,3,525,0,1,17,22,0,1,0,0,11,217,700000,1,648500,686000
2,1,2,82,1,0,0,0,11,60,0,0,0,0,52,452,260000,0,390000,559000
2,0,2,62,1,0,14,0,38,13,1,0,0,0,30,715,192500,0,980000,815000
0,0,4,130,1,5000,0,5000,64,11,0,1,0,0,28,34,175000,1,161000,142500
0,0,3,180,3,1000,0,10000,40,10,0,1,0,0,1,35,200000,1,640000,140000
2,0,2,80,1,55,0,0,45,42,0,1,0,0,52,449,205000,0,390000,320000
0,0,2,267,2,0,0,1,55,42,0,0,0,0,25,342,169000,1,120000,73577
0,0,7,630,3,0,0,0,22,70,0,0,0,0,67,1039,650000,0,189000,650000
2,0,3,132,2,0,0,0,60,32,0,0,0,0,19,705,170000,0,500000,445000
0,0,3,200,1,100,0,100,61,9,0,1,0,0,28,208,240000,1,161000,124500
0,0,3,120,2,0,0,0,16,13,0,0,0,0,25,858,78000,0,120000,137557
2,0,2,73,1,0,0,0,32,10,0,0,0,0,11,37,432300,0,648500,575000
0,0,3,200,0,0,0,35000,44,13,0,0,0,0,74,1040,60000,1,550000,155000
2,0,2,118,2,220,0,0,73,19,0,1,0,0,19,609,347000,0,500000,347000
0,3,2,130,1,4,20,0,50,28,1,1,0,0,61,1041,46000,0,110000,45500
0,0,2,131,1,130,0,0,62,178,0,1,0,0,43,1042,80000,0,230000,99500
2,0,5,170,1,0,0,0,25,53,0,0,0,0,21,576,105000,0,290000,190000
0,0,3,100,2,0,0,1400,39,16,0,0,0,0,63,534,150000,1,185000,95000
0,1,5,370,2,2,150,0,81,24,1,1,0,1,41,786,110000,0,135000,110000
0,0,2,86,1,0,0,1,55,45,0,0,0,0,25,342,80000,1,120000,73577
0,0,3,200,2,150,0,0,40,36,0,1,0,0,61,586,220000,0,110000,117500
0,0,8,650,8,5000,0,400000,28,31,0,1,0,0,21,655,450000,1,290000,352500
2,0,4,170,1,0,0,0,28,34,0,0,0,0,16,823,230000,0,200000,254000
0,0,13,860,10,5000,0,0,39,9,0,1,0,0,19,137,3150000,0,500000,495000
2,0,2,114,2,0,0,0,30,55,0,0,0,0,48,740,480000,0,480000,550000
0,0,8,600,3,0,0,49000,82,82,0,0,0,0,80,423,1000000,1,139500,175500
0,0,2,80,1,270,0,0,84,30,0,1,0,0,13,206,200000,0,380000,285000
0,0,4,87,1,0,0,0,24,65,0,0,0,0,55,114,126000,0,165000,176000
2,0,3,240,2,0,0,0,54,183,0,0,0,0,43,1043,115000,0,230000,115000
0,1,5,204,2,430,0,0,27,20,0,1,0,1,21,655,320000,0,290000,352500
2,1,2,87,1,0,0,0,15,28,0,0,0,1,57,1044,149000,0,245000,149000
2,1,2,85,2,0,0,0,38,2,0,0,0,1,34,1045,350000,0,340000,260000
0,1,2,97,2,0,0,0,41,75,0,0,0,0,51,169,100000,0,141500,110000
1,1,5,266,4,0,0,0,22,11,0,0,1,0,25,776,402421,0,120000,121000
0,0,3,200,2,0,0,0,35,23,0,0,0,0,16,1046,165000,0,200000,165000
0,0,2,80,1,0,0,1,40,37,0,0,0,0,25,1047,35000,1,120000,47500
0,0,3,148,3,350,0,0,32,10,0,1,0,0,57,1048,65000,0,245000,74500
2,0,4,200,2,0,0,0,72,46,0,0,0,0,53,505,110000,0,104000,82000
0,0,4,211,3,0,0,0,66,20,0,0,0,0,23,366,380000,0,181500,207500
2,0,2,100,1,0,0,0,38,37,0,0,0,0,101,1049,64000,0,215000,64000
2,0,4,195,2,0,0,0,35,9,0,0,0,0,4,82,695000,0,649000,795000
0,0,2,324,1,0,0,0,64,64,0,0,0,0,8,8,300000,0,195000,315000
0,0,4,580,4,0,0,0,25,29,0,0,0,0,39,1050,240000,0,199900,240000
0,4,4,188,0,300,0,0,64,26,0,1,0,0,64,446,98000,0,250000,85000
2,4,5,280,0,80,0,0,37,46,0,1,0,1,36,1051,365000,0,370000,450000
2,0,3,127,2,0,0,0,34,54,0,0,0,0,48,740,580000,0,480000,550000
0,0,3,150,2,0,0,60000,43,31,0,0,0,0,21,94,350000,1,290000,399000
0,0,3,437,4,800,0,0,20,34,0,1,0,0,52,1052,690000,0,390000,690000
0,0,2,150,2,0,0,4000,22,50,0,0,0,0,21,1053,155000,1,290000,227500
0,0,3,160,2,285,0,285,64,10,0,1,0,0,28,34,160000,1,161000,142500
2,0,2,80,2,0,0,0,5,30,0,0,0,0,30,39,410000,0,980000,1425000
2,0,4,80,2,0,0,0,65,11,0,0,0,0,28,177,50000,0,161000,179500
0,0,9,400,10,0,0,0,64,89,0,0,0,0,8,8,2000000,0,195000,315000
0,1,5,288,3,200,0,0,32,15,0,1,0,1,16,1054,60000,0,200000,60000
0,0,8,445,7,700,0,5000,19,36,0,1,0,0,1,187,800000,1,640000,800000
0,0,3,140,2,0,0,0,71,10,0,0,0,0,3,3,84000,0,85000,85000
0,0,3,146,1,0,0,0,32,26,0,0,0,0,9,9,95000,0,270000,129000
0,0,2,150,2,700,20,0,84,30,1,1,0,0,13,14,700000,0,380000,645000
2,0,2,85,1,0,0,0,29,20,0,0,0,0,15,24,60000,0,200000,107500
2,0,2,98,2,0,0,0,22,122,0,0,0,0,12,157,298000,0,420000,1290000
2,0,4,180,4,0,0,0,98,45,0,0,0,0,44,637,640000,0,550000,582000
0,0,2,60,1,0,0,0,29,59,0,0,0,0,55,1055,30000,0,165000,65000
2,4,4,135,1,0,0,0,16,12,0,0,0,1,25,308,139000,0,120000,139000
2,1,3,137,2,0,0,0,66,22,0,0,0,1,41,830,169000,0,135000,169000
2,0,2,150,2,0,0,0,84,31,0,0,0,0,13,206,365000,0,380000,285000
2,0,2,125,1,0,0,0,43,34,0,0,0,0,21,94,108000,0,290000,399000
2,0,2,90,1,0,0,0,38,13,0,0,0,0,1,35,75000,0,640000,140000
2,0,2,105,1,0,0,0,118,14,0,0,0,0,66,178,85000,0,100000,90000
0,0,3,140,1,0,10,0,20,45,1,0,0,0,21,853,185000,0,290000,185000
2,0,2,86,1,0,0,0,23,9,0,0,0,0,15,17,415000,0,200000,300000
2,0,3,110,2,0,0,0,16,16,0,0,0,0,25,702,99000,0,120000,93000
0,0,2,125,1,0,0,28,31,33,0,0,0,0,52,164,195000,1,390000,250000
0,4,2,136,1,0,0,0,87,930,0,0,0,0,48,1056,35000,0,480000,35000
2,1,3,114,1,50,0,0,87,68,0,1,0,0,80,520,100000,0,139500,179000
0,1,2,134,0,100,0,0,24,32,0,1,0,0,60,533,190000,0,400000,347500
2,0,2,90,2,0,0,0,17,31,0,0,0,0,1,1,280000,0,640000,880000
1,1,6,600,3,10,0,0,17,29,0,1,1,0,16,1057,6278044,0,200000,6278044
1,1,2,196,3,0,0,0,77,84,0,0,0,0,67,696,449000,0,189000,399500
2,0,2,251,2,0,0,0,58,162,0,0,0,0,43,1058,395000,0,230000,245000
0,0,4,230,3,0,0,2850,38,9,0,0,0,0,1,35,99000,1,640000,140000
0,0,4,200,3,0,0,35000,30,33,0,0,0,0,1,303,1200000,1,640000,1100000
0,0,4,165,1,0,0,0,65,12,0,0,0,0,28,972,35000,0,161000,160000
0,0,2,75,1,0,0,0,74,21,0,0,0,0,13,904,160000,0,380000,110000
0,0,3,136,3,0,0,0,19,20,0,0,0,0,68,1032,355000,0,395000,360000
0,0,2,140,2,0,0,0,53,22,0,0,0,0,19,353,155000,0,500000,535000
2,0,2,60,1,0,0,0,60,10,0,0,0,0,28,813,42000,0,161000,155000
2,1,4,640,4,0,0,0,17,33,0,0,0,1,1,1,5554151,0,640000,880000
0,4,4,243,0,1,0,0,50,26,0,1,0,1,73,1059,165000,0,199000,207500
0,0,6,160,2,0,0,0,36,16,0,0,0,0,39,729,115000,0,199900,210000
2,0,2,85,2,0,0,0,69,4,0,0,0,0,70,1060,60000,0,84500,90000
0,0,2,65,1,0,0,0,55,139,0,0,0,0,42,1061,110000,0,209500,102500
0,0,2,90,1,120,90,0,13,111,1,1,0,0,9,298,91000,0,270000,400000
0,1,7,510,4,0,0,0,65,40,0,0,0,1,40,78,560000,0,432500,499500
0,1,2,91,1,0,0,0,0,14,0,0,0,0,66,178,100000,0,100000,90000
0,0,3,276,2,0,0,0,34,42,0,0,0,0,21,52,195000,0,290000,195000
0,0,3,85,1,0,0,7000,34,151,0,0,0,0,35,529,165000,1,345000,372500
0,0,4,335,3,0,0,10000,34,18,0,0,0,0,68,1062,390000,1,395000,390000
0,0,5,600,4,800,62,0,47,15,1,1,0,0,54,1063,380000,0,85000,234000
0,0,4,190,3,0,0,0,7,25,0,0,0,0,32,1064,655000,0,584500,655000
0,0,4,300,3,0,0,0,60,49,0,0,0,0,58,299,740000,0,220000,245000
0,1,5,200,2,0,0,0,56,42,0,0,0,0,25,342,73577,0,120000,73577
0,5,3,370,4,0,0,0,59,31,0,0,1,0,52,549,690000,0,390000,275000
2,0,2,74,1,80,0,0,37,37,0,1,0,0,21,44,130000,0,290000,220000
0,0,7,510,4,0,0,15000,33,25,0,0,0,0,39,819,380000,1,199900,310000
1,1,3,250,4,0,0,0,42,132,0,0,1,0,62,1065,2400000,0,447500,655000
0,0,4,520,3,1006,0,0,20,11,0,1,0,0,11,1066,1200000,0,648500,1592500
0,2,2,80,2,0,0,0,30,33,0,0,1,0,52,164,164000,0,390000,250000
0,0,10,1000,1,0,0,110000,8,7,0,0,0,0,9,298,590000,1,270000,400000
2,0,2,95,2,0,0,0,12,36,0,0,0,0,46,79,350000,0,750000,1190000
2,0,2,83,1,0,0,300,22,21,0,0,0,0,15,1067,45000,1,200000,57500
0,0,3,135,1,0,70,0,64,11,1,0,0,0,28,34,195000,0,161000,142500
0,0,3,1000,0,0,0,0,57,34,0,0,0,0,79,326,9000000,0,490000,725000
0,0,2,100,2,0,0,0,67,15,0,0,0,0,28,445,90000,0,161000,165000
0,0,3,84,2,0,0,0,82,175,0,0,0,0,43,1068,178000,0,230000,350000
0,0,8,370,8,4800,0,0,35,187,0,1,0,0,12,719,6000000,0,420000,350000
2,0,2,92,1,0,0,0,82,57,0,0,0,0,44,864,220000,0,550000,405000
2,0,4,300,5,0,0,0,82,28,0,0,0,0,13,126,720000,0,380000,695000
0,3,6,500,3,8,0,0,45,42,0,1,0,0,40,355,330000,0,432500,305000
1,1,15,750,9,0,0,0,3,48,0,0,1,0,52,452,2290000,0,390000,559000
2,0,2,98,1,0,0,0,4,12,0,0,0,0,25,223,85000,0,120000,120000
0,0,6,210,5,0,0,30000,10,287,0,0,0,0,12,269,1100000,1,420000,430000
0,0,2,109,1,0,0,0,79,32,0,0,0,0,13,518,690000,0,380000,365000
0,0,2,100,2,0,0,0,96,46,0,0,0,0,53,1013,151000,0,104000,121500
0,0,3,110,1,0,0,0,36,57,0,0,0,0,21,73,74000,0,290000,230000
0,0,3,190,2,500,0,0,17,33,0,1,0,0,1,1,497000,0,640000,880000
1,1,2,115,2,2,80,0,38,12,1,1,1,0,1,35,470000,0,640000,140000
1,4,7,900,0,0,0,0,79,155,0,0,1,0,43,74,219000,0,230000,219000
2,0,2,69,1,0,0,0,85,32,0,0,0,0,13,14,315000,0,380000,645000
0,0,4,300,2,0,0,1,51,28,0,0,0,0,61,1041,65000,1,110000,45500
2,0,2,89,2,0,0,0,65,21,0,0,0,0,41,830,240000,0,135000,169000
0,0,3,180,3,0,0,100,28,6,0,0,0,0,16,1069,150000,1,200000,150000
0,0,3,289,2,1361,14,0,43,4,1,1,0,0,71,430,270000,0,149900,189000
3,1,5,136,1,53,0,0,75,58,0,1,0,0,80,470,3204240,0,139500,148000
0,0,9,220,5,0,0,0,37,42,0,0,0,0,21,44,175000,0,290000,220000
2,1,4,300,5,0,0,0,58,25,0,0,0,0,19,239,1890000,0,500000,490000
0,0,4,600,2,0,180,0,67,150,1,0,0,0,43,268,1590000,0,230000,400000
0,0,3,220,2,0,0,0,60,10,0,0,0,0,28,813,295000,0,161000,155000
0,0,8,500,3,3000,0,0,26,5,0,1,0,0,11,324,2400000,0,648500,890000
0,1,3,160,2,20,20,0,48,16,1,1,0,0,102,1070,178000,0,280000,178000
2,0,2,154,3,0,0,0,37,7,0,0,0,0,4,113,1300000,0,649000,1375000
0,0,3,150,2,0,0,1,55,48,0,0,0,0,25,342,59000,1,120000,73577
0,3,3,80,1,0,0,0,17,48,0,0,0,0,55,882,95000,0,165000,125000
0,0,6,430,4,1090,0,0,56,51,0,1,0,0,19,690,700000,0,500000,475000
2,3,3,133,2,0,0,0,51,20,0,0,0,0,71,1071,160000,0,149900,192500
0,1,3,276,3,300,10,0,45,20,1,1,0,1,71,969,355000,0,149900,355000
0,0,7,525,10,3500,0,30000,58,41,0,1,0,0,40,302,3700000,1,432500,890000
2,0,2,85,2,0,0,0,20,11,0,0,0,0,22,1072,620000,0,475000,560000
0,0,7,200,2,0,0,0,74,58,0,0,0,0,80,470,100000,0,139500,148000
0,0,2,107,1,0,0,0,62,0,0,0,0,0,48,1073,45000,0,480000,45000
0,0,4,130,2,40,0,0,36,16,0,1,0,0,15,1074,55000,0,200000,158000
0,0,8,600,6,0,0,0,34,36,0,0,0,0,1,72,6500000,0,640000,2500000
0,0,5,350,4,0,0,27000,24,7,0,0,0,0,61,727,380000,1,110000,237500
0,0,9,390,4,0,0,0,27,101,0,0,0,0,62,1075,580000,0,447500,580000
2,0,2,93,2,0,0,0,59,29,0,0,0,0,24,49,235000,0,190000,367500
2,0,4,180,3,0,0,0,17,32,0,0,0,0,1,1,780000,0,640000,880000
0,1,2,130,1,0,0,0,85,19,0,0,0,0,41,281,63000,0,135000,180000
0,1,4,200,4,0,100,0,85,46,1,0,1,0,0,1076,225000,0,247000,637500
2,0,2,113,1,0,0,0,19,17,0,0,0,0,16,738,59000,0,200000,280000
0,0,3,160,2,0,0,0,18,36,0,0,0,0,72,899,349000,0,349000,314500
2,0,3,156,2,0,0,0,70,8,0,0,0,0,23,279,120000,0,181500,130000
0,0,4,195,2,0,0,18000,87,15,0,0,0,0,55,597,250000,1,165000,310000
0,0,2,70,1,0,0,40000,63,37,0,0,0,0,19,122,300000,1,500000,276000
0,0,2,160,1,0,0,30000,64,89,0,0,0,0,8,8,110000,1,195000,315000
0,0,3,218,2,3263,0,0,70,18,0,1,0,0,28,68,150000,0,161000,175000
0,0,5,220,2,600,0,0,37,9,0,1,0,0,60,1077,350000,0,400000,350000
2,0,2,140,1,0,0,0,7,44,0,0,0,0,50,145,1800000,0,982500,1050000
2,0,4,115,2,0,0,0,3,106,0,0,0,0,12,134,400000,0,420000,750000
1,1,3,165,2,500,0,0,32,158,0,1,0,1,35,529,755000,0,345000,372500
1,1,3,110,1,50,30,0,68,23,1,1,0,0,15,1078,298000,0,200000,274000
2,0,2,60,1,0,0,1,51,119,0,0,0,0,12,625,150000,1,420000,249000
1,1,8,240,6,2,0,0,14,35,0,1,0,0,47,473,19225440,0,104000,375000
1,1,2,89,1,0,0,0,31,155,0,0,0,0,35,529,280000,0,345000,372500
0,0,4,195,3,1200,0,1200,31,52,0,1,0,0,58,616,200000,1,220000,240000
0,0,3,249,5,0,0,0,32,2,0,0,0,0,17,1004,777000,0,550000,1170000
0,0,4,400,2,0,0,0,50,2,0,0,0,0,4,1079,1730000,0,649000,1730000
0,0,4,151,2,1500,0,0,45,23,0,1,0,0,59,350,450000,0,210000,195000
0,0,3,256,3,2000,0,0,81,27,0,1,0,0,13,1024,1250000,0,380000,1450000
0,1,3,105,1,200,40,0,48,120,1,1,0,1,4,109,600000,0,649000,650000
1,1,6,480,7,0,0,0,56,31,0,0,1,0,55,1080,1650000,0,165000,185000
0,0,5,120,1,0,0,0,32,32,0,0,0,0,25,1008,97000,0,120000,88500
2,0,2,90,2,0,0,0,60,10,0,0,0,0,28,813,65000,0,161000,155000
0,0,2,90,2,0,0,1,39,13,0,0,0,0,1,35,85000,1,640000,140000
0,0,3,352,4,800,50,0,15,26,1,1,0,0,72,248,650000,0,349000,432500
0,0,8,500,4,0,0,40000,70,6,0,0,0,0,23,279,595000,1,181500,130000
2,0,4,196,2,0,411,0,96,47,1,0,0,0,53,710,199000,0,104000,199000
2,0,4,315,3,365,33,0,10,30,1,1,0,0,61,1081,440000,0,110000,387500
2,1,2,128,2,0,22,0,50,200,1,0,0,0,74,723,125000,0,550000,292500
0,0,2,80,1,0,0,0,89,25,0,0,0,0,41,1082,32000,0,135000,92000
0,0,4,280,3,500,60,0,48,5,1,1,0,0,6,1083,1790000,0,610000,1740000
0,0,4,250,5,5000,0,0,31,26,0,1,0,0,52,632,2200000,0,390000,357500
0,0,3,150,3,550,0,0,35,35,0,1,0,0,1,72,1600000,0,640000,2500000
0,0,3,80,1,0,0,3500,56,137,0,0,0,0,62,333,218000,1,447500,490000
0,0,9,700,8,1000,0,0,45,29,0,1,0,0,103,1084,1450000,0,683824,1450000
0,0,3,238,2,270,220,10300,45,183,1,1,0,0,43,1085,250000,1,230000,220000
2,0,3,145,2,0,0,0,65,62,0,0,0,0,89,1086,75000,0,215000,75000
0,0,4,175,4,0,0,0,80,31,0,0,0,0,13,659,1100000,0,380000,475000
2,1,4,270,3,0,0,0,23,41,0,0,0,0,1,507,3900000,0,640000,570000
3,4,2,56,1,0,0,0,18,36,0,0,0,0,57,544,55000,0,245000,570000
2,1,3,140,2,0,0,0,48,31,0,0,0,1,23,513,220000,0,181500,305000
2,0,4,232,3,0,0,0,47,34,0,0,0,0,61,202,90000,0,110000,85000
0,0,4,310,4,400,310,0,57,169,1,1,0,0,43,186,300000,0,230000,270000
0,0,7,650,9,0,0,47000,105,32,0,0,0,0,44,344,950000,1,550000,390000
0,0,3,100,1,0,0,1,13,56,0,0,0,0,55,1087,55000,1,165000,135000
2,0,3,308,2,0,0,1,23,19,0,0,0,0,49,357,795000,1,795000,715000
0,1,5,450,4,500,115,0,59,37,1,1,0,0,102,1088,580000,0,280000,580000
0,4,5,290,5,2,60,0,59,22,1,1,1,1,23,188,140000,0,181500,154000
2,4,13,631,4,2,0,0,22,38,0,1,0,0,30,1003,900000,0,980000,1145000
0,0,6,250,3,0,0,1000,48,65,0,0,0,0,8,180,520000,1,195000,192500
0,0,4,700,7,4500,0,1,21,28,0,1,0,0,1,187,4400000,1,640000,800000
2,1,2,89,1,0,19,0,85,31,1,0,0,0,13,14,450000,0,380000,645000
7,1,8,385,4,0,0,0,33,24,0,0,0,1,59,797,253626,0,210000,253626
1,1,3,132,2,1,1,0,75,30,1,1,0,0,13,1089,528000,0,380000,294000
0,0,3,132,3,0,0,1000,70,9,0,0,0,0,23,279,240000,1,181500,130000
0,0,2,105,1,23,0,0,47,34,0,1,0,0,61,202,90000,0,110000,85000
0,0,3,140,5,0,0,0,58,42,0,0,0,0,58,201,330000,0,220000,320000
0,0,4,145,2,4500,0,4500,32,18,0,1,0,0,25,785,489000,1,120000,160000
1,1,3,250,2,0,0,0,13,28,0,0,0,0,9,60,412000,0,270000,302500
0,0,4,285,3,0,0,0,82,3,0,0,0,0,48,1090,175000,0,480000,98000
0,0,8,506,5,0,0,0,37,38,0,0,0,0,21,277,420000,0,290000,148000
0,0,4,309,4,0,0,0,77,93,0,0,0,0,80,816,340000,0,139500,199500
2,1,2,99,1,0,0,0,39,9,0,0,0,0,19,137,495000,0,500000,495000
0,0,2,60,0,0,0,8200,24,161,0,0,0,0,35,229,95000,1,345000,435000
0,0,4,255,4,0,0,0,60,57,0,0,0,0,14,1091,500000,0,320000,590000
2,0,3,90,2,0,0,0,12,26,0,0,0,0,82,472,260000,0,590000,342500
0,0,2,70,1,0,0,0,67,54,0,0,0,0,87,1092,105000,0,97500,495000
0,0,3,250,0,1000,0,23000,42,184,0,1,0,0,43,570,190000,1,230000,570000
0,1,2,75,3,0,300,0,61,49,1,0,0,1,61,411,325000,0,110000,249000
0,0,2,100,2,0,0,0,88,28,0,0,0,0,41,911,55000,0,135000,90000
0,0,4,180,4,0,0,2200,38,147,0,0,0,0,35,89,450000,1,345000,340000
0,0,5,380,4,1500,0,1500,14,112,0,1,0,0,12,825,1180000,1,420000,602500
0,0,2,73,2,1000,200,11000,33,20,1,1,0,0,83,1093,65000,1,137500,65000
0,0,4,550,2,0,0,5000,64,38,0,0,0,0,58,952,265000,1,220000,160000
0,0,3,110,4,0,0,8000,31,155,0,0,0,0,35,529,380000,1,345000,372500
2,2,2,95,2,0,0,0,17,20,0,0,0,0,30,1094,260000,0,980000,275000
0,1,5,300,3,0,0,0,37,43,0,0,0,1,21,44,390000,0,290000,220000
1,1,3,250,4,0,0,0,88,77,0,0,1,0,80,423,1280000,0,139500,175500
1,1,6,500,6,0,0,0,40,26,0,0,1,0,19,558,2350000,0,500000,1610000
0,0,7,758,7,0,0,34,43,32,0,0,0,0,21,94,2590000,1,290000,399000
0,1,3,150,2,2,50,0,45,29,1,1,0,0,61,546,58000,0,110000,82500
0,0,3,175,2,0,0,0,23,33,0,0,0,0,21,154,92000,0,290000,88500
2,0,3,138,2,0,0,0,46,24,0,0,0,0,21,236,148000,0,290000,315000
0,0,8,400,7,0,0,0,39,9,0,0,0,0,22,252,750000,0,475000,750000
0,0,3,150,2,600,0,0,30,24,0,1,0,0,1,524,150000,0,640000,150000
0,0,4,206,2,0,0,2500,21,17,0,0,0,0,46,1095,300000,1,750000,300000
0,0,4,451,3,0,40,31950,26,46,1,0,0,0,16,1096,750000,1,200000,750000
0,0,7,500,6,3000,0,7000,14,37,0,1,0,0,47,473,375000,1,104000,375000
2,0,3,130,2,100,0,0,36,38,0,1,0,0,21,543,215000,0,290000,217500
0,0,8,955,8,0,0,45600,31,24,0,0,0,0,52,847,3700000,1,390000,491345
0,0,5,260,5,0,0,1000,26,31,0,0,0,0,30,1097,449000,1,980000,419500
0,0,3,288,2,969,0,603,53,41,0,1,0,0,73,892,60000,1,199000,345000
0,0,5,330,3,850,0,0,53,4,0,1,0,0,4,305,890000,0,649000,782500
0,0,6,390,4,4500,0,0,31,4,0,1,0,0,30,562,2000000,0,980000,1040000
0,0,5,180,2,50,20,2000,23,9,1,1,0,0,15,17,265000,1,200000,300000
0,0,5,360,2,0,0,0,52,17,0,0,0,0,54,1098,80000,0,85000,59950
0,0,2,120,2,0,0,0,55,43,0,0,0,0,25,342,30000,0,120000,73577
0,1,2,400,1,0,0,0,16,31,0,0,0,0,9,60,295000,0,270000,302500
2,1,2,105,1,0,0,0,14,17,0,0,0,1,25,183,210000,0,120000,120000
0,0,2,150,1,0,0,1,15,9,0,0,0,0,25,832,165000,1,120000,127000
0,0,4,200,2,108,0,0,81,43,0,1,0,0,44,228,120000,0,550000,174500
0,0,4,130,3,4000,0,0,8,24,0,1,0,0,22,111,660000,0,475000,251928
2,0,3,185,3,0,4,0,85,31,1,0,0,0,13,14,1850000,0,380000,645000
2,0,2,90,1,0,0,0,65,40,0,0,0,0,53,1099,75000,0,104000,64500
0,0,4,350,1,0,0,0,82,28,0,0,0,0,13,126,780000,0,380000,695000
0,0,7,490,4,450,67,15000,18,108,1,1,0,0,9,323,590000,1,270000,323114
0,0,3,130,3,50,0,800,65,17,0,1,0,0,79,1100,160000,1,490000,175000
2,0,2,119,1,0,0,0,27,5,0,0,0,0,10,765,125000,0,259000,125000
0,0,7,710,5,0,0,240000,29,21,0,0,0,0,30,104,3100000,1,980000,1175000
0,0,2,212,2,0,0,1,46,66,0,0,0,0,73,1101,245000,1,199000,142500
0,0,3,500,1,0,0,36000,57,27,0,0,0,0,19,239,650000,1,500000,490000
0,1,2,120,2,0,12,0,60,38,1,0,0,0,79,343,1000000,0,490000,977500
2,1,2,65,1,0,0,0,20,89,0,0,0,0,12,190,225000,0,420000,322500
0,1,2,100,1,0,50,0,84,22,1,0,0,1,31,1102,100000,0,237500,100000
1,1,4,340,6,0,0,0,63,72,0,0,1,0,8,218,600000,0,195000,215000
2,0,3,136,1,0,0,0,13,3,0,0,0,0,92,695,580000,0,489500,450000
0,0,5,260,2,0,0,0,63,72,0,0,0,0,8,218,178000,0,195000,215000
0,0,2,85,1,0,30,1560,64,10,1,0,0,0,28,34,160000,1,161000,142500
2,0,2,100,1,0,0,0,55,44,0,0,0,0,25,342,65000,0,120000,73577
0,0,3,220,3,200,0,0,85,67,0,1,0,0,44,583,1450000,0,550000,800000
2,0,2,70,0,0,0,0,48,62,0,0,0,0,8,180,145000,0,195000,192500
0,1,4,142,2,900,0,0,33,11,0,1,0,1,57,1048,119000,0,245000,74500
0,0,3,250,3,4300,0,4300,25,39,0,1,0,0,21,152,340000,1,290000,297500
2,0,3,127,2,0,0,0,69,19,0,0,0,0,24,163,115000,0,190000,330000
0,0,4,190,2,0,0,0,67,5,0,0,0,0,28,400,115000,0,161000,85000
2,0,2,173,2,0,0,0,8,103,0,0,0,0,12,269,499900,0,420000,430000
2,1,2,115,1,0,0,0,90,13,0,0,0,0,41,327,38000,0,135000,58500
2,1,4,135,2,0,0,0,15,18,0,0,0,1,25,702,89000,0,120000,93000
0,0,7,1000,10,0,0,0,39,183,0,0,0,0,43,570,2200000,0,230000,570000
2,0,2,50,1,0,0,200,22,20,0,0,0,0,15,1067,45000,1,200000,57500
0,0,3,200,2,2000,0,0,39,40,0,1,0,0,63,1103,220000,0,185000,360000
0,0,3,245,2,0,0,0,40,22,0,0,0,0,59,1104,247000,0,210000,250000
0,0,2,400,1,0,0,100000,66,18,0,0,0,0,40,979,155000,1,432500,155000
0,0,2,260,1,0,0,1,88,159,0,0,0,0,43,708,150000,1,230000,235000
